,Western,Adventure,Crime,Thriller,Fantasy,Documentary,Music,Action,TV Movie,Drama,Mystery,Science Fiction,Comedy,Family,Horror,War,Animation,History,Romance
2024-10-01 07:05:00,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0
2024-10-01 07:35:00,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0875,0.0875,0.0,0.1237436867076458,0.0,0.0875,0.0,0.0,0.0,0.1237436867076458
2024-10-01 08:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-01 08:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-01 09:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-01 09:40:00,0.0,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.22477998381583028,0.0,0.0,0.0,0.0,0.0,0.1237436867076458
2024-10-01 10:15:00,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 10:45:00,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 11:15:00,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 11:45:00,0.0,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.10103629710818451,0.0,0.10103629710818451,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.10103629710818451
2024-10-01 12:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.20207259421636903
2024-10-01 12:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.20207259421636903
2024-10-01 13:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.20207259421636903
2024-10-01 13:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22477998381583028,0.0,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.0,0.22477998381583028
2024-10-01 14:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-01 14:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-01 15:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-01 15:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1237436867076458,0.0,0.1237436867076458,0.0,0.1237436867076458,0.0,0.0,0.0,0.0,0.0,0.0,0.1237436867076458
2024-10-01 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 18:30:00,0.0,0.0,0.1237436867076458,0.0,0.0,0.0,0.0,0.1237436867076458,0.0,0.1237436867076458,0.0,0.1237436867076458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 19:05:00,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 19:35:00,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 20:05:00,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 20:35:00,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 21:05:00,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 21:35:00,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 22:40:00,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 23:10:00,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01 23:40:00,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 07:25:00,0.0,0.18853629710818448,0.0,0.0,0.10103629710818451,0.0,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.0875,0.0875,0.0,0.0,0.0875,0.0,0.0
2024-10-02 08:00:00,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.175,0.0,0.0
2024-10-02 08:30:00,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.175,0.0,0.0
2024-10-02 09:00:00,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0875,0.0875,0.0,0.0,0.0875,0.0,0.0
2024-10-02 09:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 10:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 10:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 11:05:00,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2760362971081845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10103629710818451,0.0
2024-10-02 11:40:00,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 12:10:00,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 12:40:00,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 13:10:00,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 13:40:00,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 14:10:00,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 14:40:00,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 15:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 16:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 16:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 17:15:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.20207259421636903,0.0
2024-10-02 17:45:00,0.0,0.0,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0,0.18853629710818448,0.0875,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.10103629710818451,0.0
2024-10-02 18:20:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 18:50:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 19:20:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 19:50:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02 20:20:00,0.0,0.0,0.0875,0.0875,0.0,0.0,0.0,0.0,0.0,0.18853629710818448,0.0875,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.0,0.10103629710818451
2024-10-02 20:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.20207259421636903
2024-10-02 21:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.20207259421636903
2024-10-02 21:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.20207259421636903
2024-10-02 22:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22477998381583028,0.0,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.0,0.22477998381583028
2024-10-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-02 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916
2024-10-03 07:15:00,0.0,0.10103629710818451,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.10103629710818451,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0
2024-10-03 07:50:00,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0
2024-10-03 08:20:00,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0
2024-10-03 08:50:00,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0
2024-10-03 09:20:00,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0
2024-10-03 09:50:00,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0
2024-10-03 10:20:00,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.20207259421636903,0.0,0.0,0.0,0.0
2024-10-03 10:50:00,0.0,0.1237436867076458,0.0,0.10103629710818451,0.0,0.0,0.0,0.0,0.0,0.0,0.10103629710818451,0.0,0.1237436867076458,0.0,0.10103629710818451,0.0,0.0,0.0,0.0
2024-10-03 11:25:00,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 11:55:00,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:25:00,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 12:55:00,0.0,0.1237436867076458,0.0875,0.0875,0.0,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.2112436867076458,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 13:30:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 14:00:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 14:30:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 15:00:00,0.0,0.0,0.175,0.175,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 16:05:00,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 16:35:00,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 17:05:00,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.2474873734152916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 17:35:00,0.0,0.0,0.0,0.1237436867076458,0.0,0.0,0.0,0.0,0.0,0.2987436867076458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 18:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03 18:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
