title,vote_average,vote_count,release_date,revenue,runtime,budget,popularity,genres,n_ad_breaks,runtime_with_ads,scaled_popularity,children_scaled_popularity,adults_scaled_popularity,retirees_scaled_popularity
The Boy,5.946,3558,2016-01-22,73929392,97,10000000,18.328,"['Horror', 'Thriller', 'Mystery']",4,120.0,0.46375103579357757,0.1855004,0.463751,0.2782506
Puss in Boots,6.538,3558,2011-10-27,554987477,90,130000000,38.048,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']",4,120.0,0.7302000793039585,0.7302001,0.5841601,0.43812
Rambo,6.653,3556,2008-01-24,113244290,92,50000000,44.904,"['Action', 'Thriller', 'War']",4,120.0,0.7843970568936902,0.4706382,0.6275176,0.4706382
Annie Hall,7.751,3556,1977-04-19,38288028,93,4000000,21.105,"['Comedy', 'Drama', 'Romance']",4,120.0,0.5190725290641609,0.3114435,0.5190725,0.5190725
The Patriot,7.166,3554,2000-06-28,215294342,165,110000000,35.559,"['Drama', 'History', 'War', 'Action']",6,180.0,0.7074621478937192,0.4244773,0.5659697,0.5659697
The Sword in the Stone,7.248,3554,1963-12-25,22182353,79,3000000,32.576,"['Animation', 'Family']",3,90.0,0.6774701708740768,0.6774702,0.2709881,0.2709881
The Man in the Iron Mask,6.621,3553,1998-03-12,182968902,132,35000000,19.751,"['Adventure', 'Action', 'Drama']",5,150.0,0.49332243510307916,0.3946579,0.4933224,0.2959935
47 Ronin,6.154,3553,2013-12-06,151783839,119,175000000,26.56,"['Drama', 'Action', 'Fantasy']",4,150.0,0.6050788289669897,0.4840631,0.6050788,0.3630473
The Crow,7.502,3553,1994-05-11,50694672,102,23000000,31.374,"['Fantasy', 'Action', 'Thriller']",4,120.0,0.6644072988523355,0.5315258,0.6644073,0.2657629
Revolutionary Road,6.97,3551,2008-12-19,75981180,119,35000000,26.031,"['Drama', 'Romance']",4,150.0,0.5977480971112417,0.2390992,0.5977481,0.5977481
Godzilla,5.605,3541,1998-05-20,379014294,138,130000000,30.112,"['Science Fiction', 'Action', 'Thriller']",5,150.0,0.6500068101628853,0.3900041,0.6500068,0.2600027
Sin City: A Dame to Kill For,6.4,3539,2014-08-20,39407616,102,65000000,52.627,"['Crime', 'Action', 'Thriller']",4,120.0,0.8344326265864717,0.5006596,0.8344326,0.5006596
Ghost Rider: Spirit of Vengeance,5.003,3538,2011-12-10,132563930,96,57000000,37.305,"['Action', 'Fantasy', 'Thriller']",4,120.0,0.7236092891984789,0.5788874,0.7236093,0.2894437
Legend,7.032,3537,2015-09-09,42972994,132,25000000,29.789,"['Crime', 'Thriller']",5,150.0,0.6462003168598351,0.2584801,0.6462003,0.5169603
Rosemary's Baby,7.813,3536,1968-06-12,33395426,138,3200000,34.702,"['Drama', 'Horror', 'Thriller']",5,150.0,0.6991738032361688,0.2796695,0.6991738,0.4195043
Rambo: Last Blood,6.521,3535,2019-09-19,91490353,89,50000000,46.016,"['Action', 'Thriller', 'Drama']",3,90.0,0.7922264394950181,0.4753359,0.7922264,0.4753359
Resident Evil: Afterlife,6.04,3532,2010-09-09,300228084,97,60000000,2.122,"['Action', 'Adventure', 'Horror', 'Science Fiction']",4,120.0,1e-06,8e-07,1e-06,4e-07
GoldenEye,6.88,3530,1995-11-16,352194034,130,58000000,26.642,"['Adventure', 'Action', 'Thriller']",5,150.0,0.6061988599745283,0.4849591,0.6061989,0.2424795
The Neon Demon,6.534,3522,2016-05-31,3377430,118,7000000,12.96,"['Thriller', 'Horror']",4,150.0,0.3188316933054158,0.1275327,0.3188317,0.1275327
The Smurfs,5.767,3519,2011-07-29,563749323,103,110000000,36.29,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",4,120.0,0.714339145368877,0.7143391,0.5714713,0.4286035
Lincoln,6.865,3517,2012-11-09,275293450,149,65000000,20.497,"['History', 'Drama']",5,180.0,0.5077743161316186,0.2031097,0.5077743,0.5077743
Goosebumps,6.3,3516,2015-08-05,158162788,103,58000000,24.932,"['Adventure', 'Horror', 'Comedy']",4,120.0,0.5819063348011922,0.4655251,0.5819063,0.3491438
Final Destination 3,6.1,3513,2006-02-09,118890272,93,25000000,37.305,"['Horror', 'Mystery']",4,120.0,0.7236092891984789,0.2894437,0.7236093,0.5788874
Rambo: First Blood Part II,6.619,3512,1985-05-21,300400432,96,44000000,52.373,"['Action', 'Adventure', 'Thriller', 'War']",4,120.0,0.8329333413255375,0.6663467,0.6663467,0.49976
The Croods: A New Age,7.521,3508,2020-11-25,215905815,95,65000000,63.456,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",4,120.0,0.8912154527185152,0.8912155,0.7129724,0.5347293
The Descent,6.957,3507,2005-07-08,57130027,99,3500000,23.007,"['Adventure', 'Horror']",4,120.0,0.5519377910140018,0.4415502,0.5519378,0.2207751
White Chicks,6.919,3505,2004-06-23,113086475,109,37000000,54.851,"['Comedy', 'Crime']",4,120.0,0.8471940678330416,0.6777553,0.8471941,0.8471941
Identity,7.18,3502,2003-04-25,90259536,90,28000000,27.747,"['Mystery', 'Thriller']",4,120.0,0.6208853964988201,0.2483542,0.6208854,0.4967083
"Me, Myself & Irene",6.587,3501,2000-06-22,149270999,116,51000000,24.3,['Comedy'],4,150.0,0.5723958138296065,0.5723958,0.5723958,0.5723958
Step Up,6.878,3498,2006-08-11,114194847,104,12000000,26.832,"['Music', 'Drama', 'Romance', 'Crime']",4,120.0,0.6087776206239454,0.3652666,0.4870221,0.6087776
50/50,7.2,3498,2011-09-30,39187783,100,8000000,16.877,"['Comedy', 'Drama']",4,120.0,0.4304585362555346,0.3443668,0.4304585,0.4304585
How to Lose a Guy in 10 Days,6.754,3496,2003-02-07,177502387,116,50000000,22.124,"['Comedy', 'Romance']",4,150.0,0.5371210673197828,0.4296969,0.5371211,0.5371211
Enemy of the State,7.009,3493,1998-11-20,250649836,132,90000000,23.785,"['Action', 'Drama', 'Thriller']",5,150.0,0.5644143717410092,0.3386486,0.5644144,0.3386486
Flushed Away,6.265,3488,2006-10-22,178120010,84,149000000,39.742,"['Adventure', 'Animation', 'Comedy', 'Family']",3,90.0,0.744650894824386,0.7446509,0.4467905,0.4467905
Freaky Friday,6.462,3482,2003-08-05,160846332,97,26000000,33.708,"['Comedy', 'Family', 'Fantasy']",4,120.0,0.6892374552075545,0.6892375,0.55139,0.55139
The Road to El Dorado,7.244,3477,2000-03-31,76432727,89,95000000,35.059,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",3,90.0,0.7026568988004896,0.7026569,0.5621255,0.4215941
Basic Instinct,6.888,3475,1992-03-20,352927224,127,49000000,34.473,"['Thriller', 'Mystery']",5,150.0,0.6969161332370388,0.2787665,0.6969161,0.5575329
Downsizing,5.321,3474,2017-12-22,55003890,135,68000000,33.251,"['Drama', 'Science Fiction']",5,150.0,0.6845466516230956,0.2738187,0.6845467,0.5476373
Death Race,6.25,3473,2008-08-22,76014335,105,45000000,31.96,"['Action', 'Thriller', 'Science Fiction']",4,120.0,0.6708518089666444,0.4025111,0.6708518,0.2683407
Vacation,6.298,3472,2015-07-28,104384188,99,31000000,27.505,['Comedy'],4,120.0,0.6177320209100067,0.617732,0.617732,0.617732
Pineapple Express,6.623,3470,2008-08-06,101624843,111,27000000,17.322,"['Action', 'Comedy', 'Crime']",4,120.0,0.44104154277569113,0.3528332,0.4410415,0.3528332
Superman,7.116,3467,1978-12-14,300218018,143,55000000,43.678,"['Science Fiction', 'Action', 'Adventure']",5,180.0,0.7754844138622405,0.6203875,0.7754844,0.3101938
The Road,6.998,3460,2009-11-25,27635305,111,32000000,24.262,"['Adventure', 'Drama']",4,120.0,0.571814146754489,0.4574513,0.5718141,0.4574513
The Bucket List,7.181,3456,2007-12-25,175372502,97,45000000,20.429,"['Drama', 'Comedy']",4,120.0,0.5064845607388955,0.4051876,0.5064846,0.5064846
Vicky Cristina Barcelona,6.792,3456,2008-08-15,96409300,96,15000000,15.457,"['Drama', 'Romance']",4,120.0,0.39417774940394473,0.1576711,0.3941777,0.3941777
As Good as It Gets,7.393,3449,1997-12-19,314178011,139,50000000,22.439,"['Drama', 'Comedy', 'Romance']",5,150.0,0.5424904595209701,0.3254943,0.5424905,0.5424905
You Don't Mess with the Zohan,5.702,3441,2008-06-05,204313400,113,90000000,36.851,"['Comedy', 'Action']",4,120.0,0.7195018217258453,0.7195018,0.7195018,0.5756015
Carol,7.494,3439,2015-11-20,40272135,118,11800000,14.888,"['Romance', 'Drama']",4,150.0,0.3784357196486412,0.1513743,0.3784357,0.3784357
Chinatown,7.917,3436,1974-06-20,30000000,130,6000000,34.601,"['Crime', 'Drama', 'Mystery', 'Thriller']",5,150.0,0.6981803406639701,0.2792721,0.6981803,0.5585443
"Girl, Interrupted",7.552,3433,1999-12-21,48350205,127,40000000,23.023,['Drama'],5,150.0,0.5521996722667769,0.2208799,0.5521997,0.5521997
Jennifer's Body,5.912,3433,2009-09-18,31556061,107,16000000,33.079,"['Horror', 'Comedy']",4,120.0,0.6827604636323694,0.5462084,0.6827605,0.5462084
Molly's Game,7.154,3432,2017-12-07,59284015,140,30000000,16.556,"['Drama', 'Crime']",5,180.0,0.42260324419506984,0.1690413,0.4226032,0.4226032
Babel,7.181,3427,2006-09-08,135330182,143,25000000,16.306,['Drama'],5,180.0,0.4163508942235894,0.1665404,0.4163509,0.4163509
Carrie,7.3,3415,1976-11-03,25878153,98,1800000,25.558,"['Horror', 'Thriller']",4,120.0,0.5910342547885827,0.2364137,0.5910343,0.2364137
Underworld: Blood Wars,5.837,3413,2016-11-24,81093313,91,35000000,37.242,"['Fantasy', 'Action', 'Thriller', 'Horror']",4,120.0,0.7230430074231189,0.5784344,0.723043,0.2892172
Crank,6.636,3410,2006-08-31,42931041,88,12000000,21.324,"['Action', 'Thriller', 'Crime']",3,90.0,0.5230424358494414,0.3138255,0.5230424,0.3138255
The Lucky One,7.118,3407,2012-04-19,99357138,101,25000000,19.689,"['Drama', 'Romance']",4,120.0,0.4920905249678414,0.1968362,0.4920905,0.4920905
The Call of the Wild,7.572,3406,2020-02-19,111202881,100,109000000,36.824,"['Adventure', 'Family', 'Drama']",4,120.0,0.7192555791178672,0.5754045,0.5754045,0.5754045
The Deer Hunter,7.997,3406,1978-12-08,49000000,183,15000000,24.097,"['Drama', 'War']",7,210.0,0.5692752127163009,0.2277101,0.4554202,0.5692752
The Grinch,6.828,3401,2018-11-08,508575295,85,75000000,36.415,"['Animation', 'Family', 'Comedy', 'Fantasy']",3,90.0,0.7154979691929721,0.715498,0.5723984,0.4292988
Dolittle,6.638,3399,2020-01-02,251410631,101,175000000,23.387,"['Family', 'Fantasy', 'Adventure']",4,120.0,0.558096637848528,0.5580966,0.4464773,0.2232387
Sunshine,6.953,3399,2007-04-05,34806812,107,50000000,20.188,"['Drama', 'Science Fiction', 'Thriller']",4,120.0,0.5018697109840751,0.2007479,0.5018697,0.3011218
Phone Booth,6.837,3392,2003-04-04,97837138,81,13000000,18.494,['Thriller'],3,90.0,0.46734726762937545,0.1869389,0.4673473,0.1869389
Gone Baby Gone,7.302,3388,2007-09-18,34619699,113,19000000,16.593,"['Crime', 'Drama', 'Mystery']",4,120.0,0.423518454350513,0.1694074,0.4235185,0.4235185
Valkyrie,6.909,3384,2008-12-25,200276000,121,75000000,19.493,"['Drama', 'Thriller', 'War']",5,150.0,0.488163778377308,0.1952655,0.390531,0.390531
He's Just Not That Into You,6.515,3376,2009-02-06,178866158,129,40000000,27.681,"['Comedy', 'Romance', 'Drama']",5,150.0,0.6200287913080736,0.3720173,0.6200288,0.6200288
Drag Me to Hell,6.404,3372,2009-03-15,90810892,99,30000000,32.888,"['Horror', 'Thriller']",4,120.0,0.6807634349676287,0.2723054,0.6807634,0.2723054
The Angry Birds Movie,6.205,3369,2016-05-11,349779543,97,73000000,24.75,"['Animation', 'Adventure', 'Comedy']",4,120.0,0.5791986984479949,0.5791987,0.463359,0.3475192
Remember Me,7.102,3367,2010-03-11,56032889,113,16000000,18.789,"['Drama', 'Romance']",4,120.0,0.47363890053904184,0.1894556,0.4736389,0.4736389
Crazy Rich Asians,7.074,3364,2018-08-15,238539198,121,30000000,21.434,"['Comedy', 'Drama', 'Romance']",5,150.0,0.525017200361873,0.3150103,0.5250172,0.5250172
Kubo and the Two Strings,7.64,3358,2016-08-18,76249438,102,60000000,24.598,"['Animation', 'Adventure', 'Family']",4,120.0,0.5769182424140282,0.5769182,0.2307673,0.2307673
Finding Neverland,7.322,3358,2004-10-17,116766556,106,25000000,18.56,['Drama'],4,120.0,0.4687658135506399,0.1875063,0.4687658,0.4687658
Paddington,7.061,3356,2014-11-24,259207227,96,55000000,22.74,"['Comedy', 'Adventure', 'Family']",4,120.0,0.5475336993280708,0.5475337,0.438027,0.438027
The Last Witch Hunter,5.948,3355,2015-10-21,146936910,106,90000000,27.719,"['Fantasy', 'Action', 'Adventure']",4,120.0,0.6205222984210703,0.6205223,0.6205223,0.2482089
Saw IV,6.155,3349,2007-10-25,139352633,93,10000000,92.954,"['Horror', 'Thriller', 'Crime']",4,120.0,1.0,0.4,1.0,0.6
The Other Woman,6.42,3344,2014-04-16,196781193,109,40000000,15.837,"['Comedy', 'Romance']",4,120.0,0.4042879115094497,0.3234303,0.4042879,0.4042879
Isn't It Romantic,6.225,3343,2019-02-13,48800000,89,31000000,13.625,"['Comedy', 'Fantasy', 'Romance']",3,90.0,0.3405941523272333,0.2724753,0.3405942,0.2724753
Waterworld,6.193,3342,1995-07-28,264218220,135,175000000,30.974,"['Adventure', 'Action', 'Science Fiction']",5,150.0,0.6599219471950089,0.5279376,0.6599219,0.2639688
The Wrestler,7.532,3341,2008-09-07,44734660,109,6000000,17.161,"['Drama', 'Romance']",4,120.0,0.43725266925704454,0.1749011,0.4372527,0.4372527
Secret Window,6.578,3339,2004-03-12,92913171,96,40000000,18.194,"['Mystery', 'Thriller']",4,120.0,0.4608179827849236,0.1843272,0.460818,0.3686544
Underworld: Rise of the Lycans,6.501,3337,2009-01-22,92158961,92,35000000,34.037,"['Fantasy', 'Action', 'Thriller']",4,120.0,0.6925659522225025,0.5540528,0.692566,0.2770264
Bicentennial Man,7.236,3337,1999-12-17,87423861,131,100000000,28.882,"['Science Fiction', 'Drama']",5,150.0,0.6352312419490154,0.2540925,0.6352312,0.508185
Up in the Air,6.852,3332,2009-09-05,166842739,110,25000000,27.184,"['Drama', 'Romance']",4,120.0,0.6134955088832923,0.2453982,0.6134955,0.6134955
Demolition Man,6.684,3329,1993-10-08,58055768,115,57000000,41.096,"['Crime', 'Action', 'Science Fiction']",4,120.0,0.755666214776407,0.4533997,0.7556662,0.4533997
The Monuments Men,6.037,3324,2014-01-24,154984035,118,70000000,25.23,"['War', 'Drama', 'History', 'Action']",4,150.0,0.5862868378480628,0.3517721,0.4690295,0.4690295
The Disaster Artist,7.113,3316,2017-03-12,29820616,104,10000000,14.072,"['Comedy', 'Drama']",4,120.0,0.3544781926937618,0.2835826,0.3544782,0.3544782
Get Smart,6.17,3315,2008-06-19,230685453,110,80000000,20.629,"['Action', 'Comedy', 'Thriller']",4,120.0,0.5102626830662481,0.4082101,0.5102627,0.3061576
Hostel,5.927,3313,2006-01-06,81979826,94,4800000,21.3,['Horror'],4,120.0,0.522609879191942,0.209044,0.5226099,0.209044
Road to Perdition,7.352,3313,2002-07-12,181001478,117,80000000,20.816,"['Crime', 'Drama', 'Thriller']",4,150.0,0.5137538423343175,0.2055015,0.5137538,0.4110031
High School Musical 3: Senior Year,6.563,3304,2008-10-11,252909177,117,11000000,22.254,"['Comedy', 'Romance', 'Drama', 'Family', 'Music']",4,150.0,0.5393485463798985,0.4314788,0.4314788,0.5393485
Trolls,6.671,3304,2016-10-13,346864462,92,125000000,37.18,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']",4,120.0,0.7224845588135368,0.7224846,0.4334907,0.4334907
The Ugly Truth,6.493,3302,2009-07-24,321682600,96,38000000,30.079,"['Comedy', 'Romance']",4,120.0,0.6496202428629506,0.5196962,0.6496202,0.6496202
Jigsaw,6.2,3301,2017-10-25,102952888,92,10000000,128.026,"['Horror', 'Mystery', 'Thriller']",4,120.0,1.0,0.4,1.0,0.6
Falling Down,7.368,3300,1993-02-26,40903593,113,25000000,30.71,"['Crime', 'Drama', 'Thriller']",4,120.0,0.6569220498060067,0.2627688,0.656922,0.5255376
Scream 4,6.4,3299,2011-04-11,97231420,111,40000000,42.02,"['Horror', 'Mystery']",4,120.0,0.762930061640465,0.305172,0.7629301,0.610344
Big,7.162,3299,1988-06-03,151927281,104,18000000,20.662,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",4,120.0,0.5108816512373288,0.4087053,0.4087053,0.4087053
The Naked Gun: From the Files of Police Squad!,7.233,3297,1988-12-02,78756177,86,12000000,27.114,"['Comedy', 'Crime']",3,90.0,0.6125633781090487,0.4900507,0.6125634,0.6125634
Mad Max 2,7.387,3295,1981-12-24,24600832,96,2000000,28.588,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",4,120.0,0.6315834041008281,0.5052667,0.6315834,0.2526334
Big Eyes,6.989,3294,2014-12-24,28883511,106,10000000,17.203,['Drama'],4,120.0,0.4382453837944444,0.1752982,0.4382454,0.4382454
Safe House,6.443,3294,2012-02-08,208076205,115,85000000,22.791,"['Action', 'Thriller']",4,120.0,0.5483799178980141,0.4387039,0.5483799,0.219352
Transporter 2,6.311,3283,2005-08-03,89083229,87,32000000,27.185,"['Action', 'Thriller', 'Crime']",3,90.0,0.6135088033644501,0.3681053,0.6135088,0.3681053
Bad Times at the El Royale,6.83,3281,2018-10-04,31882724,141,32000000,16.267,"['Thriller', 'Drama', 'Mystery', 'Crime']",5,180.0,0.41536460330589187,0.1661458,0.4153646,0.3322917
Enemy at the Gates,7.405,3277,2001-03-14,96976270,131,68000000,22.953,"['Drama', 'War', 'History']",5,150.0,0.5510522554824155,0.2204209,0.4408418,0.5510523
The Woman in Black,6.124,3272,2012-02-03,127730736,95,17000000,20.153,"['Drama', 'Horror', 'Thriller']",4,120.0,0.5011937485566007,0.2004775,0.5011937,0.3007162
Transformers: Rise of the Beasts,7.492,3270,2023-06-06,429800000,127,195000000,616.74,"['Action', 'Adventure', 'Science Fiction']",5,150.0,1.0,0.8,1.0,0.4
Dr. No,6.995,3270,1962-10-07,59567035,110,1200000,28.018,"['Adventure', 'Action', 'Thriller']",4,120.0,0.624376260895128,0.499501,0.6243763,0.2497505
Nope,6.9,3268,2022-07-20,170823080,130,68000000,50.448,"['Horror', 'Science Fiction', 'Mystery']",5,150.0,0.8212738926772494,0.3285096,0.8212739,0.4927643
9,6.907,3263,2009-08-19,48428063,79,30000000,24.562,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",3,90.0,0.5763755545477828,0.4611004,0.4611004,0.2305502
Goldfinger,7.345,3259,1964-09-20,124881062,110,2500000,27.343,"['Adventure', 'Action', 'Thriller']",4,120.0,0.6156017116689312,0.4924814,0.6156017,0.2462407
Swiss Army Man,6.9,3259,2016-06-24,4900000,97,3000000,28.144,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'Adventure']",4,120.0,0.6259850359000888,0.500788,0.625985,0.500788
Disturbia,6.685,3254,2007-04-12,117760134,105,20000000,20.801,"['Thriller', 'Drama', 'Mystery']",4,120.0,0.5134752581038043,0.2053901,0.5134753,0.4107802
Before I Fall,6.969,3252,2017-03-02,18900000,98,5000000,13.67,"['Drama', 'Mystery', 'Thriller', 'Fantasy']",4,120.0,0.3420178833065406,0.2052107,0.3420179,0.2736143
The Happening,5.379,3252,2008-06-11,163403799,91,60000000,35.103,"['Thriller', 'Science Fiction']",4,120.0,0.7030831510292148,0.2812333,0.7030832,0.2812333
3:10 to Yuma,7.201,3247,2007-09-06,70016220,122,55000000,21.659,['Western'],5,150.0,0.5290171759719658,0.2116069,0.2116069,0.5290172
Teenage Mutant Ninja Turtles: Out of the Shadows,6.006,3247,2016-06-01,245623848,112,135000000,37.237,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']",4,120.0,0.7229980137936394,0.5783984,0.5783984,0.4337988
What We Do in the Shadows,7.6,3241,2014-06-19,6263224,86,1600000,14.341,"['Comedy', 'Horror']",3,90.0,0.362566524283828,0.2900532,0.3625665,0.2900532
The Darjeeling Limited,7.163,3240,2007-09-07,24377151,92,16000000,18.194,"['Adventure', 'Drama', 'Comedy']",4,120.0,0.4608179827849236,0.3686544,0.460818,0.3686544
Midnight Sun,7.795,3237,2018-03-22,27365467,91,2800000,23.479,"['Romance', 'Drama']",4,120.0,0.5595689120066383,0.2238276,0.5595689,0.5595689
Sleepers,7.597,3230,1996-10-18,165615285,147,44000000,24.691,"['Crime', 'Drama', 'Thriller']",5,180.0,0.5783156046911487,0.2313262,0.5783156,0.4626525
Magnolia,7.727,3229,1999-12-10,48451803,189,37000000,22.963,['Drama'],7,210.0,0.5512164402230031,0.2204866,0.5512164,0.5512164
The Talented Mr. Ripley,7.176,3228,1999-12-25,128798265,139,40000000,23.241,"['Thriller', 'Crime', 'Drama']",5,150.0,0.5557452620992803,0.2222981,0.5557453,0.4445962
Unstoppable,6.561,3222,2010-11-04,167805466,98,100000000,27.263,"['Action', 'Thriller']",4,120.0,0.6145438997464884,0.4916351,0.6145439,0.2458176
Blue Jasmine,6.998,3222,2013-08-01,99206215,99,18000000,14.324,['Drama'],4,120.0,0.3620610808569307,0.1448244,0.3620611,0.3620611
Logan Lucky,6.729,3221,2017-08-17,48453605,118,29000000,20.376,"['Comedy', 'Crime', 'Action', 'Drama']",4,150.0,0.5054755644009894,0.4043805,0.5054756,0.4043805
Fall,7.253,3217,2022-08-11,16120263,107,3000000,135.599,['Thriller'],4,120.0,1.0,0.4,1.0,0.4
The Lorax,6.496,3213,2012-03-01,348840316,86,70000000,94.834,"['Animation', 'Family']",3,90.0,1.0,1.0,0.4,0.4
Phantom Thread,7.3,3211,2017-12-25,47756590,130,35000000,19.184,"['Drama', 'Romance']",5,150.0,0.48187116792963175,0.1927485,0.4818712,0.4818712
Blended,6.865,3211,2014-05-21,127994610,117,40000000,43.795,"['Comedy', 'Romance']",4,150.0,0.7763481527886125,0.6210785,0.7763482,0.7763482
13 Hours: The Secret Soldiers of Benghazi,7.27,3211,2016-01-14,69411370,144,50000000,44.505,"['War', 'Action', 'History', 'Drama']",5,180.0,0.7815295766719677,0.4689177,0.6252237,0.6252237
M3GAN,7.219,3210,2022-12-28,179960167,102,12000000,100.625,"['Science Fiction', 'Horror']",4,120.0,1.0,0.4,1.0,0.4
Homefront,6.957,3210,2013-11-12,43058898,100,22000000,41.134,"['Action', 'Thriller']",4,120.0,0.7559688918925331,0.6047751,0.7559689,0.3023876
Melancholia,7.198,3207,2011-05-26,15946321,135,7400000,16.483,"['Drama', 'Science Fiction']",5,150.0,0.42078995613692266,0.168316,0.42079,0.336632
Serenity,7.369,3207,2005-09-25,38869464,119,39000000,20.425,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4,150.0,0.5064085248621196,0.4051268,0.5064085,0.2025634
Rio 2,6.5,3207,2014-03-19,500188435,101,103000000,41.757,"['Animation', 'Adventure', 'Comedy', 'Family']",4,120.0,0.7608826912869717,0.7608827,0.4565296,0.4565296
Point Break,7.133,3202,1991-01-31,83531958,122,24000000,32.136,"['Action', 'Thriller', 'Crime']",5,150.0,0.6727587995550067,0.4036553,0.6727588,0.4036553
Die Another Day,5.963,3197,2002-11-17,431971116,133,140000000,28.423,"['Adventure', 'Action', 'Thriller']",5,150.0,0.6295156413488077,0.5036125,0.6295156,0.2518063
Annabelle Comes Home,6.429,3196,2019-06-26,231252591,106,30000000,51.386,"['Horror', 'Mystery', 'Thriller']",4,120.0,0.8270219079229122,0.3308088,0.8270219,0.4962131
The Last Song,7.238,3195,2010-03-31,89137047,107,20000000,14.923,"['Drama', 'Family', 'Romance']",4,120.0,0.3794258910113124,0.2276555,0.3035407,0.3794259
Brothers,7.316,3193,2009-12-02,43474578,105,26000000,27.829,"['Drama', 'Thriller', 'War']",4,120.0,0.6219461361919474,0.2487785,0.4975569,0.4975569
Crash,7.222,3193,2005-05-06,98410061,112,6500000,13.814,['Drama'],4,120.0,0.346534133824422,0.1386137,0.3465341,0.3465341
Sicario: Day of the Soldado,6.901,3191,2018-06-27,75836683,122,35000000,38.523,"['Action', 'Crime', 'Thriller']",5,150.0,0.7343309454299944,0.4405986,0.7343309,0.4405986
The Girl Next Door,6.717,3189,2004-04-09,31635150,110,21000000,37.553,"['Comedy', 'Romance']",4,120.0,0.7258270493603348,0.5806616,0.725827,0.725827
DodgeBall: A True Underdog Story,6.343,3187,2004-06-18,167722310,92,20000000,20.234,['Comedy'],4,120.0,0.5027558822691531,0.5027559,0.5027559,0.5027559
Battle: Los Angeles,5.732,3185,2011-03-08,211819354,116,70000000,39.331,"['Science Fiction', 'Action']",4,150.0,0.741215503984483,0.5929724,0.7412155,0.2964862
A Few Good Men,7.523,3185,1992-12-11,243240178,138,40000000,26.468,['Drama'],5,150.0,0.6038170655650493,0.2415268,0.6038171,0.6038171
The Bone Collector,6.778,3179,1999-11-04,151493655,118,73000000,23.939,"['Drama', 'Mystery', 'Thriller', 'Crime']",4,150.0,0.5668235345314596,0.2267294,0.5668235,0.4534588
Angel Has Fallen,6.571,3172,2019-08-21,146661977,122,40000000,41.248,"['Action', 'Thriller']",5,150.0,0.756874862949884,0.6054999,0.7568749,0.3027499
Rocky Balboa,6.85,3171,2006-12-20,155929020,101,24000000,35.605,['Drama'],4,120.0,0.707900032129912,0.28316,0.7079,0.7079
Unfriended,5.53,3169,2014-10-22,62882090,82,1000000,13.556,"['Horror', 'Mystery', 'Thriller']",3,90.0,0.3383994606932963,0.1353598,0.3383995,0.2030397
This Means War,6.152,3164,2012-02-14,156974557,98,65000000,23.166,"['Action', 'Comedy', 'Romance']",4,120.0,0.5545301637211801,0.4436241,0.5545302,0.4436241
Spy Kids,5.783,3161,2001-03-18,147934180,88,35000000,45.58,"['Action', 'Comedy', 'Family', 'Adventure']",3,90.0,0.7891845904739594,0.7891846,0.6313477,0.4735108
War Horse,7.303,3157,2011-12-25,177584879,146,66000000,20.494,"['War', 'History', 'Drama', 'Adventure']",5,180.0,0.5077175285575523,0.3046305,0.406174,0.406174
Scream 3,5.976,3157,2000-02-03,161834276,116,40000000,41.911,"['Horror', 'Mystery']",4,150.0,0.7620834491337758,0.3048334,0.7620834,0.6096668
The Elephant Man,8.051,3157,1980-10-09,26010864,124,5000000,19.285,"['Drama', 'History']",5,150.0,0.48394192326428703,0.1935768,0.4839419,0.4839419
Identity Thief,5.854,3156,2013-02-07,173965010,111,35000000,16.85,"['Comedy', 'Crime']",4,120.0,0.4298051062935292,0.3438441,0.4298051,0.4298051
Some Like It Hot,8.108,3153,1959-03-19,25000000,122,2883848,30.733,"['Comedy', 'Romance', 'Crime']",5,150.0,0.6571846753102115,0.3943108,0.6571847,0.6571847
Burnt,6.513,3140,2015-10-02,36606743,100,20000000,15.909,['Drama'],4,120.0,0.406168948639155,0.1624676,0.4061689,0.4061689
Johnny English,6.261,3140,2003-03-14,160583018,88,40000000,15.789,"['Adventure', 'Action', 'Comedy']",3,90.0,0.4030278660549902,0.4030279,0.4030279,0.2418167
The BFG,6.253,3136,2016-06-01,195243411,117,140000000,30.078,"['Adventure', 'Family', 'Fantasy']",4,150.0,0.6496085204797422,0.6496085,0.5196868,0.2598434
The Day the Earth Stood Still,5.598,3133,2008-12-10,233093859,104,80000000,26.564,"['Drama', 'Science Fiction', 'Thriller']",4,120.0,0.6051335645941818,0.2420534,0.6051336,0.3630801
