,children_baseline_view_count,adults_baseline_view_count,retirees_baseline_view_count,prime_time_factor
2024-10-01 07:00:00,0.02000011925363422,0.022208467537717574,0.0032177334010065764,1.0
2024-10-01 07:05:00,0.0199308227272071,0.022218053166824465,0.003367071418350503,1.0
2024-10-01 07:10:00,0.019724322602613885,0.02224680834377159,0.003522341200578582,1.0
2024-10-01 07:15:00,0.019384885749786376,0.022294727968499253,0.0036836622115683556,1.0
2024-10-01 07:20:00,0.018919459991671328,0.022361803526193522,0.0038511529861244204,1.0
2024-10-01 07:25:00,0.018337437814846574,0.022448023065307014,0.004024930788294375,1.0
2024-10-01 07:30:00,0.017650341479180987,0.022553371166864747,0.004205111260897526,1.0
2024-10-01 07:35:00,0.016871444276528067,0.022677828905132164,0.004391808066634995,1.0
2024-10-01 07:40:00,0.01601534532141501,0.022821373799743756,0.004585132521194632,1.0
2024-10-01 07:45:00,0.015097516867521886,0.022983979759412663,0.004785193218809908,1.0
2024-10-01 07:50:00,0.014133843669270061,0.02316561701736285,0.004992095650778345,1.0
2024-10-01 07:55:00,0.01314017336030656,0.023366252058646605,0.005205941817492162,1.0
2024-10-01 08:00:00,0.01213189528378877,0.023585847539531083,0.005426829834581115,1.0
2024-10-01 08:05:00,0.01112356282877458,0.02382436219915821,0.005654853533815156,1.0
2024-10-01 08:10:00,0.010128571296259067,0.024081750763702402,0.005890102059461978,1.0
2024-10-01 08:15:00,0.009158899861910146,0.02435796384327059,0.0061326594608419145,1.0
2024-10-01 08:20:00,0.008224922557260617,0.02465294782180842,0.006382604281869312,1.0
2024-10-01 08:25:00,0.007335289588299801,0.024966644740295602,0.006640009148415753,1.0
2024-10-01 08:30:00,0.006496876959444491,0.025298992173531838,0.006904940354375517,1.0
2024-10-01 08:35:00,0.005714799445993034,0.025649923100833017,0.007177457447357757,1.0
2024-10-01 08:40:00,0.004992479589197406,0.026019365770974696,0.007457612814972388,1.0
2024-10-01 08:45:00,0.004331763655498069,0.026407243561736893,0.007745451272717592,1.0
2024-10-01 08:50:00,0.0037330744357945765,0.026813474834420727,0.008041009654515813,1.0
2024-10-01 08:55:00,0.003195590345831672,0.02723797278372288,0.008344316406982017,1.0
2024-10-01 09:00:00,0.0027174404688255402,0.027680645283369193,0.008655391188542362,1.0
2024-10-01 09:05:00,0.002295905869169444,0.02814139472792287,0.008974244474553262,1.0
2024-10-01 09:10:00,0.0019276185932964958,0.028620117871196584,0.009300877169599748,1.0
2024-10-01 09:15:00,0.001608751141834527,0.02911670566171053,0.009635280228177822,1.0
2024-10-01 09:20:00,0.0013351907265889106,0.029631043075650766,0.009977434284987936,1.0
2024-10-01 09:25:00,0.001102694204828595,0.03016300894779324,0.010327309296085718,1.0
2024-10-01 09:30:00,0.0009070211142901233,0.030712475800869873,0.01068486419215106,1.0
2024-10-01 09:35:00,0.0007440436364743702,0.03127930967386203,0.011050046545147914,1.0
2024-10-01 09:40:00,0.0006098335355255367,0.031863369949716384,0.01142279224965408,1.0
2024-10-01 09:45:00,0.0005007271190765983,0.03246450918298503,0.011803025220142878,1.0
2024-10-01 09:50:00,0.00041337002993935756,0.03308257292789976,0.01219065710549666,1.0
2024-10-01 09:55:00,0.0003447442050534869,0.03371739956739538,0.012585587022025663,1.0
2024-10-01 10:00:00,0.00029217964654670506,0.034368820143603006,0.012987701306254117,1.0
2024-10-01 10:05:00,0.00025335376535912075,0.03503665819033761,0.013396873288719439,1.0
2024-10-01 10:10:00,0.00022628101347566137,0.03572072956810764,0.013812963090008843,1.0
2024-10-01 10:15:00,0.0002092953522340885,0.03642084230217663,0.014235817440231356,1.0
2024-10-01 10:20:00,0.0002010278472525876,0.03713679642420758,0.01466526952309162,1.0
2024-10-01 10:25:00,0.00020038136865504683,0.037868383818021184,0.015101138845695031,1.0
2024-10-01 10:30:00,0.00020650403775606492,0.03861538806999805,0.015543231135171738,1.0
2024-10-01 10:35:00,0.0002187627223605362,0.03937758432465279,0.015991338263159904,1.0
2024-10-01 10:40:00,0.00023671756094428926,0.04015473914590528,0.01644523819913606,1.0
2024-10-01 10:45:00,0.00026009820435501924,0.040946610384569565,0.016904694993522863,1.0
2024-10-01 10:50:00,0.0002887822104369571,0.041752947052576636,0.017369458791442197,1.0
2024-10-01 10:55:00,0.00032277581596063085,0.042573489204440255,0.017839265877913586,1.0
2024-10-01 11:00:00,0.0003621971417818042,0.04340796782646818,0.018313838755225915,1.0
2024-10-01 11:05:00,0.00040726175901275663,0.04425610473421277,0.018792886253133224,1.0
2024-10-01 11:10:00,0.0004582704521468118,0.04511761247864529,0.01927610367244377,1.0
2024-10-01 11:15:00,0.0005155989544828381,0.04599219426152826,0.019763172962485875,1.0
2024-10-01 11:20:00,0.0005796893963775956,0.046879543860448174,0.02025376293284405,1.0
2024-10-01 11:25:00,0.0006510431923884653,0.0477793455639589,0.02074752949966531,1.0
2024-10-01 11:30:00,0.0007302150942234541,0.04869127411727231,0.02124411596673817,1.0
2024-10-01 11:35:00,0.0008178081481578349,0.049614994678918126,0.021743153341446646,1.0
2024-10-01 11:40:00,0.0009144693144878826,0.05055016278877964,0.022244260685597796,1.0
2024-10-01 11:45:00,0.0010208855296925683,0.051496424347895545,0.02274704550101568,1.0
2024-10-01 11:50:00,0.0011377800169923699,0.05245341561040026,0.02325110414968623,1.0
2024-10-01 11:55:00,0.001265908676295446,0.053420763187957576,0.02375602230812747,1.0
2024-10-01 12:00:00,0.0014060564090124794,0.0543980840670224,0.024261375455548115,1.0
2024-10-01 12:05:00,0.0015590332562493668,0.055384985639245814,0.02476672939524491,1.0
2024-10-01 12:10:00,0.001725670250137588,0.05638106574531772,0.025271640808575902,1.0
2024-10-01 12:15:00,0.0019068148974677773,0.057385912732519175,0.02577565784073359,1.0
2024-10-01 12:20:00,0.0021033262324519153,0.05839910552623448,0.026278320717428635,1.0
2024-10-01 12:25:00,0.002316069391553333,0.05942021371564955,0.026779162391482522,1.0
2024-10-01 12:30:00,0.002545909678140293,0.06044879765383925,0.02727770921821633,1.0
2024-10-01 12:35:00,0.002793706098497743,0.06148440857242154,0.027773481658413215,1.0
2024-10-01 12:40:00,0.0030603043637155184,0.06252658871093125,0.02826599500752458,1.0
2024-10-01 12:45:00,0.003346529364368375,0.0635748714610405,0.028754760149685393,1.0
2024-10-01 12:50:00,0.0036531771368771915,0.06462878152572589,0.029239284335001683,1.0
2024-10-01 12:55:00,0.0039810063521060765,0.0656878350934566,0.029719071978475398,1.0
2024-10-01 13:00:00,0.004330729368171202,0.06675154002744894,0.03019362547883719,1.0
2024-10-01 13:05:00,0.004703002900630835,0.06781939607000687,0.03066244605546742,1.0
2024-10-01 13:10:00,0.005098418374165245,0.06889089506193811,0.031125034601500984,1.0
2024-10-01 13:15:00,0.0055174920304743745,0.06996552117700851,0.03158089255113104,1.0
2024-10-01 13:20:00,0.005960654877321786,0.07104275117136798,0.032029522759052735,1.0
2024-10-01 13:25:00,0.0064282425733101865,0.07212205464785276,0.03247043038991961,1.0
2024-10-01 13:30:00,0.006920485351939568,0.07320289433504011,0.03290312381562347,1.0
2024-10-01 13:35:00,0.007437498096612521,0.07428472638090154,0.033327115518153,1.0
2024-10-01 13:40:00,0.007979270685340744,0.07536700066087332,0.03374192299573888,1.0
2024-10-01 13:45:00,0.008545658729797212,0.07644916110013233,0.034147069669951624,1.0
2024-10-01 13:50:00,0.009136374837876519,0.07753064600983745,0.034542085791385506,1.0
2024-10-01 13:55:00,0.00975098053190472,0.07861088843706804,0.03492650934153644,1.0
2024-10-01 14:00:00,0.01038887895592514,0.0796893165281616,0.035299886928464176,1.0
2024-10-01 14:05:00,0.01104930850494055,0.0807653539051256,0.035661774673820125,1.0
2024-10-01 14:10:00,0.011731337506498202,0.08183842005476981,0.03601173908882096,1.0
2024-10-01 14:15:00,0.012433860080472786,0.0829079307301785,0.036349357936755894,1.0
2024-10-01 14:20:00,0.013155593296272009,0.08397329836411421,0.036674221079631565,1.0
2024-10-01 14:25:00,0.013895075737933109,0.08503393249391876,0.036985931306582585,1.0
2024-10-01 14:30:00,0.014650667576703864,0.0860892401974515,0.037284105141709344,1.0
2024-10-01 14:35:00,0.015420552237755535,0.08713862653957807,0.03756837362904582,1.0
2024-10-01 14:40:00,0.01620273973274267,0.08818149502870049,0.037838383092409895,1.0
2024-10-01 14:45:00,0.016995071713132862,0.08921724808279327,0.03809379586794716,1.0
2024-10-01 14:50:00,0.01779522828074363,0.09024528750438893,0.0383342910072448,1.0
2024-10-01 14:55:00,0.018600736571949755,0.09126501496393286,0.03855956494896681,1.0
2024-10-01 15:00:00,0.019408981110804524,0.09227583249090687,0.038769332157042986,1.0
2024-10-01 15:05:00,0.020217215904129407,0.09327714297210016,0.03896332572353363,1.0
2024-10-01 15:10:00,0.02102257822877666,0.09426835065638683,0.03914129793438791,1.0
2024-10-01 15:15:00,0.021822104038091174,0.09524886166535143,0.039303020796416926,1.0
2024-10-01 15:20:00,0.02261274489144694,0.09621808450908587,0.039448286523911774,1.0
2024-10-01 15:25:00,0.023391386287978596,0.09717543060646638,0.039576907983452425,1.0
2024-10-01 15:30:00,0.024154867263648246,0.0981203148092025,0.03968871909557403,1.0
2024-10-01 15:35:00,0.0249000010899604,0.09905215592893829,0.03978357519208355,1.0
2024-10-01 15:40:00,0.02562359689333786,0.09997037726667252,0.03986135332795021,1.0
2024-10-01 15:45:00,0.026322481996757276,0.10087440714375356,0.039921952546828204,1.0
2024-10-01 15:50:00,0.02699352477005551,0.1017636794336959,0.03996529409940869,1.0
2024-10-01 15:55:00,0.027633657762666193,0.10263763409405535,0.03999132161393995,1.0
2024-10-01 16:00:00,0.02823990088270706,0.10349571769759494,0.04000000121839838,1.0
2024-10-01 16:05:00,0.028809384379547026,0.10433738396196582,0.03999132161393995,1.0
2024-10-01 16:10:00,0.02933937138342493,0.10516209427712574,0.03996529409940869,1.0
2024-10-01 16:15:00,0.02982727975550489,0.10596931822971278,0.039921952546828204,1.0
2024-10-01 16:20:00,0.030270703005016497,0.1067585341235926,0.03986135332795021,1.0
2024-10-01 16:25:00,0.030667430036862543,0.10752922949579669,0.03978357519208355,1.0
2024-10-01 16:30:00,0.03101546350324302,0.1082809016270716,0.03968871909557403,1.0
2024-10-01 16:35:00,0.0313130365463433,0.1090130580462619,0.039576907983452425,1.0
2024-10-01 16:40:00,0.031558627735805325,0.10972521702775494,0.039448286523911774,1.0
2024-10-01 16:45:00,0.0317509740243278,0.11041690808122127,0.039303020796416926,1.0
2024-10-01 16:50:00,0.031889081567051815,0.11108767243289307,0.03914129793438791,1.0
2024-10-01 16:55:00,0.03197223427506162,0.111737063497631,0.03896332572353363,1.0
2024-10-01 17:00:00,0.03200000000000001,0.11236464734104262,0.038769332157042986,1.0
2024-10-01 17:05:00,0.03197223427506162,0.11297000313092541,0.03855956494896681,1.0
2024-10-01 17:10:00,0.031889081567051815,0.11355272357732307,0.0383342910072448,1.0
2024-10-01 17:15:00,0.0317509740243278,0.11411241536049771,0.03809379586794716,1.0
2024-10-01 17:20:00,0.031558627735805325,0.11464869954613705,0.037838383092409895,1.0
2024-10-01 17:25:00,0.0313130365463433,0.1151612119871348,0.03756837362904582,1.0
2024-10-01 17:30:00,0.03101546350324302,0.11564960371129954,0.037284105141709344,1.0
2024-10-01 17:35:00,0.030667430036862543,0.11611354129436968,0.036985931306582585,1.0
2024-10-01 17:40:00,0.030270703005016497,0.11655270721773325,0.036674221079631565,1.0
